Year,Month,Value,Model,Scenario
2001,3,14.512,GFDL-ESM4,ssp245
2001,9,5.636,GFDL-ESM4,ssp245
2002,3,14.397,GFDL-ESM4,ssp245
2002,9,6.286,GFDL-ESM4,ssp245
2003,3,14.457,GFDL-ESM4,ssp245
2003,9,5.83,GFDL-ESM4,ssp245
2004,3,14.719,GFDL-ESM4,ssp245
2004,9,5.786,GFDL-ESM4,ssp245
2005,3,14.631,GFDL-ESM4,ssp245
2005,9,6.124,GFDL-ESM4,ssp245
2006,3,14.365,GFDL-ESM4,ssp245
2006,9,5.611,GFDL-ESM4,ssp245
2007,3,14.668,GFDL-ESM4,ssp245
2007,9,5.38,GFDL-ESM4,ssp245
2008,3,14.482,GFDL-ESM4,ssp245
2008,9,4.937,GFDL-ESM4,ssp245
2009,3,14.464,GFDL-ESM4,ssp245
2009,9,5.03,GFDL-ESM4,ssp245
2010,3,14.441,GFDL-ESM4,ssp245
2010,9,5.711,GFDL-ESM4,ssp245
2011,3,14.379,GFDL-ESM4,ssp245
2011,9,5.622,GFDL-ESM4,ssp245
2012,3,14.452,GFDL-ESM4,ssp245
2012,9,5.888,GFDL-ESM4,ssp245
2013,3,14.223,GFDL-ESM4,ssp245
2013,9,5.359,GFDL-ESM4,ssp245
2014,3,14.572,GFDL-ESM4,ssp245
2014,9,6.144,GFDL-ESM4,ssp245
2015,3,14.856,GFDL-ESM4,ssp245
2015,9,5.478,GFDL-ESM4,ssp245
2016,3,14.545,GFDL-ESM4,ssp245
2016,9,4.928,GFDL-ESM4,ssp245
2017,3,14.094,GFDL-ESM4,ssp245
2017,9,3.591,GFDL-ESM4,ssp245
2018,3,14.003,GFDL-ESM4,ssp245
2018,9,4.452,GFDL-ESM4,ssp245
2019,3,13.922,GFDL-ESM4,ssp245
2019,9,4.162,GFDL-ESM4,ssp245
2020,3,14.175,GFDL-ESM4,ssp245
2020,9,5.019,GFDL-ESM4,ssp245
2021,3,14.031,GFDL-ESM4,ssp245
2021,9,4.409,GFDL-ESM4,ssp245
2022,3,13.832,GFDL-ESM4,ssp245
2022,9,3.863,GFDL-ESM4,ssp245
2023,3,13.829,GFDL-ESM4,ssp245
2023,9,4.229,GFDL-ESM4,ssp245
2024,3,13.881,GFDL-ESM4,ssp245
2024,9,4.5,GFDL-ESM4,ssp245
2025,3,13.92,GFDL-ESM4,ssp245
2025,9,5.001,GFDL-ESM4,ssp245
2026,3,13.746,GFDL-ESM4,ssp245
2026,9,5.821,GFDL-ESM4,ssp245
2027,3,13.849,GFDL-ESM4,ssp245
2027,9,5.323,GFDL-ESM4,ssp245
2028,3,13.911,GFDL-ESM4,ssp245
2028,9,4.721,GFDL-ESM4,ssp245
2029,3,14.131,GFDL-ESM4,ssp245
2029,9,3.722,GFDL-ESM4,ssp245
2030,3,13.692,GFDL-ESM4,ssp245
2030,9,3.856,GFDL-ESM4,ssp245
2031,3,13.797,GFDL-ESM4,ssp245
2031,9,4.742,GFDL-ESM4,ssp245
2032,3,13.689,GFDL-ESM4,ssp245
2032,9,4.771,GFDL-ESM4,ssp245
2033,3,13.755,GFDL-ESM4,ssp245
2033,9,5.187,GFDL-ESM4,ssp245
2034,3,14.012,GFDL-ESM4,ssp245
2034,9,3.147,GFDL-ESM4,ssp245
2035,3,13.633,GFDL-ESM4,ssp245
2035,9,3.562,GFDL-ESM4,ssp245
2036,3,13.464,GFDL-ESM4,ssp245
2036,9,3.71,GFDL-ESM4,ssp245
2037,3,13.809,GFDL-ESM4,ssp245
2037,9,3.01,GFDL-ESM4,ssp245
2038,3,13.503,GFDL-ESM4,ssp245
2038,9,2.805,GFDL-ESM4,ssp245
2039,3,13.643,GFDL-ESM4,ssp245
2039,9,2.661,GFDL-ESM4,ssp245
2040,3,13.787,GFDL-ESM4,ssp245
2040,9,4.153,GFDL-ESM4,ssp245
2041,3,13.784,GFDL-ESM4,ssp245
2041,9,2.603,GFDL-ESM4,ssp245
2042,3,13.731,GFDL-ESM4,ssp245
2042,9,3.05,GFDL-ESM4,ssp245
2043,3,13.81,GFDL-ESM4,ssp245
2043,9,2.95,GFDL-ESM4,ssp245
2044,3,13.54,GFDL-ESM4,ssp245
2044,9,4.405,GFDL-ESM4,ssp245
2045,3,13.805,GFDL-ESM4,ssp245
2045,9,3.08,GFDL-ESM4,ssp245
2046,3,13.737,GFDL-ESM4,ssp245
2046,9,3.678,GFDL-ESM4,ssp245
2047,3,13.537,GFDL-ESM4,ssp245
2047,9,4.788,GFDL-ESM4,ssp245
2048,3,13.588,GFDL-ESM4,ssp245
2048,9,4.109,GFDL-ESM4,ssp245
2049,3,13.294,GFDL-ESM4,ssp245
2049,9,2.38,GFDL-ESM4,ssp245
2050,3,13.371,GFDL-ESM4,ssp245
2050,9,3.583,GFDL-ESM4,ssp245
2051,3,13.642,GFDL-ESM4,ssp245
2051,9,3.509,GFDL-ESM4,ssp245
2052,3,13.505,GFDL-ESM4,ssp245
2052,9,3.389,GFDL-ESM4,ssp245
2053,3,13.5,GFDL-ESM4,ssp245
2053,9,2.186,GFDL-ESM4,ssp245
2054,3,13.709,GFDL-ESM4,ssp245
2054,9,2.937,GFDL-ESM4,ssp245
2055,3,13.581,GFDL-ESM4,ssp245
2055,9,3.028,GFDL-ESM4,ssp245
2056,3,13.559,GFDL-ESM4,ssp245
2056,9,2.646,GFDL-ESM4,ssp245
2057,3,13.582,GFDL-ESM4,ssp245
2057,9,2.993,GFDL-ESM4,ssp245
2058,3,13.674,GFDL-ESM4,ssp245
2058,9,1.972,GFDL-ESM4,ssp245
2059,3,13.635,GFDL-ESM4,ssp245
2059,9,4.102,GFDL-ESM4,ssp245
2060,3,13.555,GFDL-ESM4,ssp245
2060,9,3.287,GFDL-ESM4,ssp245
2061,3,13.27,GFDL-ESM4,ssp245
2061,9,3.919,GFDL-ESM4,ssp245
2062,3,13.316,GFDL-ESM4,ssp245
2062,9,2.611,GFDL-ESM4,ssp245
2063,3,13.392,GFDL-ESM4,ssp245
2063,9,3.626,GFDL-ESM4,ssp245
2064,3,13.605,GFDL-ESM4,ssp245
2064,9,2.272,GFDL-ESM4,ssp245
2065,3,13.426,GFDL-ESM4,ssp245
2065,9,2.77,GFDL-ESM4,ssp245
2066,3,13.46,GFDL-ESM4,ssp245
2066,9,3.121,GFDL-ESM4,ssp245
2067,3,13.668,GFDL-ESM4,ssp245
2067,9,3.212,GFDL-ESM4,ssp245
2068,3,13.455,GFDL-ESM4,ssp245
2068,9,2.419,GFDL-ESM4,ssp245
2069,3,13.829,GFDL-ESM4,ssp245
2069,9,1.712,GFDL-ESM4,ssp245
2070,3,13.529,GFDL-ESM4,ssp245
2070,9,2.799,GFDL-ESM4,ssp245
2071,3,13.452,GFDL-ESM4,ssp245
2071,9,4.979,GFDL-ESM4,ssp245
2072,3,13.43,GFDL-ESM4,ssp245
2072,9,3.212,GFDL-ESM4,ssp245
2073,3,13.035,GFDL-ESM4,ssp245
2073,9,2.287,GFDL-ESM4,ssp245
2074,3,13.244,GFDL-ESM4,ssp245
2074,9,1.649,GFDL-ESM4,ssp245
2075,3,13.188,GFDL-ESM4,ssp245
2075,9,2.89,GFDL-ESM4,ssp245
2076,3,13.068,GFDL-ESM4,ssp245
2076,9,2.052,GFDL-ESM4,ssp245
2077,3,13.12,GFDL-ESM4,ssp245
2077,9,1.761,GFDL-ESM4,ssp245
2078,3,13.295,GFDL-ESM4,ssp245
2078,9,0.648,GFDL-ESM4,ssp245
2079,3,13.377,GFDL-ESM4,ssp245
2079,9,2.892,GFDL-ESM4,ssp245
2080,3,13.161,GFDL-ESM4,ssp245
2080,9,1.943,GFDL-ESM4,ssp245
2081,3,12.957,GFDL-ESM4,ssp245
2081,9,2.471,GFDL-ESM4,ssp245
2082,3,13.258,GFDL-ESM4,ssp245
2082,9,2.422,GFDL-ESM4,ssp245
2083,3,13.056,GFDL-ESM4,ssp245
2083,9,2.677,GFDL-ESM4,ssp245
2084,3,13.318,GFDL-ESM4,ssp245
2084,9,0.325,GFDL-ESM4,ssp245
2085,3,13.325,GFDL-ESM4,ssp245
2085,9,1.957,GFDL-ESM4,ssp245
2086,3,12.988,GFDL-ESM4,ssp245
2086,9,1.532,GFDL-ESM4,ssp245
2087,3,13.325,GFDL-ESM4,ssp245
2087,9,1.12,GFDL-ESM4,ssp245
2088,3,13.206,GFDL-ESM4,ssp245
2088,9,1.748,GFDL-ESM4,ssp245
2089,3,13.173,GFDL-ESM4,ssp245
2089,9,0.014,GFDL-ESM4,ssp245
2090,3,13.177,GFDL-ESM4,ssp245
2090,9,1.822,GFDL-ESM4,ssp245
2091,3,13.195,GFDL-ESM4,ssp245
2091,9,1.338,GFDL-ESM4,ssp245
2092,3,13.08,GFDL-ESM4,ssp245
2092,9,2.568,GFDL-ESM4,ssp245
2093,3,12.937,GFDL-ESM4,ssp245
2093,9,1.401,GFDL-ESM4,ssp245
2094,3,12.899,GFDL-ESM4,ssp245
2094,9,1.384,GFDL-ESM4,ssp245
2095,3,13.097,GFDL-ESM4,ssp245
2095,9,0.603,GFDL-ESM4,ssp245
2096,3,13.117,GFDL-ESM4,ssp245
2096,9,0.854,GFDL-ESM4,ssp245
2097,3,13.384,GFDL-ESM4,ssp245
2097,9,1.699,GFDL-ESM4,ssp245
2098,3,13.126,GFDL-ESM4,ssp245
2098,9,1.007,GFDL-ESM4,ssp245
2099,3,13.334,GFDL-ESM4,ssp245
2099,9,2.425,GFDL-ESM4,ssp245
2100,3,13.231,GFDL-ESM4,ssp245
2100,9,1.471,GFDL-ESM4,ssp245
1979,3,15.802,GFDL-ESM4,ssp585
1979,9,7.265,GFDL-ESM4,ssp585
1980,3,15.997,GFDL-ESM4,ssp585
1980,9,7.605,GFDL-ESM4,ssp585
1981,3,16.051,GFDL-ESM4,ssp585
1981,9,7.221,GFDL-ESM4,ssp585
1982,3,15.676,GFDL-ESM4,ssp585
1982,9,7.188,GFDL-ESM4,ssp585
1983,3,15.708,GFDL-ESM4,ssp585
1983,9,7.083,GFDL-ESM4,ssp585
1984,3,15.471,GFDL-ESM4,ssp585
1984,9,7.192,GFDL-ESM4,ssp585
1985,3,15.266,GFDL-ESM4,ssp585
1985,9,6.826,GFDL-ESM4,ssp585
1986,3,15.023,GFDL-ESM4,ssp585
1986,9,6.643,GFDL-ESM4,ssp585
1987,3,14.559,GFDL-ESM4,ssp585
1987,9,6.081,GFDL-ESM4,ssp585
1988,3,14.888,GFDL-ESM4,ssp585
1988,9,6.737,GFDL-ESM4,ssp585
1989,3,14.478,GFDL-ESM4,ssp585
1989,9,6.379,GFDL-ESM4,ssp585
1990,3,14.525,GFDL-ESM4,ssp585
1990,9,6.694,GFDL-ESM4,ssp585
1991,3,15.014,GFDL-ESM4,ssp585
1991,9,6.065,GFDL-ESM4,ssp585
1992,3,14.945,GFDL-ESM4,ssp585
1992,9,7.487,GFDL-ESM4,ssp585
1993,3,15.327,GFDL-ESM4,ssp585
1993,9,8.117,GFDL-ESM4,ssp585
1994,3,15.387,GFDL-ESM4,ssp585
1994,9,7.344,GFDL-ESM4,ssp585
1995,3,15.331,GFDL-ESM4,ssp585
1995,9,7.174,GFDL-ESM4,ssp585
1996,3,15.077,GFDL-ESM4,ssp585
1996,9,6.178,GFDL-ESM4,ssp585
1997,3,15.296,GFDL-ESM4,ssp585
1997,9,6.86,GFDL-ESM4,ssp585
1998,3,14.945,GFDL-ESM4,ssp585
1998,9,6.343,GFDL-ESM4,ssp585
1999,3,14.605,GFDL-ESM4,ssp585
1999,9,5.874,GFDL-ESM4,ssp585
2000,3,14.486,GFDL-ESM4,ssp585
2000,9,5.944,GFDL-ESM4,ssp585
2001,3,14.512,GFDL-ESM4,ssp585
2001,9,5.636,GFDL-ESM4,ssp585
2002,3,14.397,GFDL-ESM4,ssp585
2002,9,6.286,GFDL-ESM4,ssp585
2003,3,14.457,GFDL-ESM4,ssp585
2003,9,5.83,GFDL-ESM4,ssp585
2004,3,14.719,GFDL-ESM4,ssp585
2004,9,5.786,GFDL-ESM4,ssp585
2005,3,14.631,GFDL-ESM4,ssp585
2005,9,6.124,GFDL-ESM4,ssp585
2006,3,14.365,GFDL-ESM4,ssp585
2006,9,5.611,GFDL-ESM4,ssp585
2007,3,14.668,GFDL-ESM4,ssp585
2007,9,5.38,GFDL-ESM4,ssp585
2008,3,14.482,GFDL-ESM4,ssp585
2008,9,4.937,GFDL-ESM4,ssp585
2009,3,14.464,GFDL-ESM4,ssp585
2009,9,5.03,GFDL-ESM4,ssp585
2010,3,14.441,GFDL-ESM4,ssp585
2010,9,5.711,GFDL-ESM4,ssp585
2011,3,14.379,GFDL-ESM4,ssp585
2011,9,5.622,GFDL-ESM4,ssp585
2012,3,14.452,GFDL-ESM4,ssp585
2012,9,5.888,GFDL-ESM4,ssp585
2013,3,14.223,GFDL-ESM4,ssp585
2013,9,5.359,GFDL-ESM4,ssp585
2014,3,14.572,GFDL-ESM4,ssp585
2014,9,6.144,GFDL-ESM4,ssp585
2015,3,15.068,GFDL-ESM4,ssp585
2015,9,5.27,GFDL-ESM4,ssp585
2016,3,15.236,GFDL-ESM4,ssp585
2016,9,5.58,GFDL-ESM4,ssp585
2017,3,14.827,GFDL-ESM4,ssp585
2017,9,4.601,GFDL-ESM4,ssp585
2018,3,14.935,GFDL-ESM4,ssp585
2018,9,5.322,GFDL-ESM4,ssp585
2019,3,14.485,GFDL-ESM4,ssp585
2019,9,5.601,GFDL-ESM4,ssp585
2020,3,14.53,GFDL-ESM4,ssp585
2020,9,5.962,GFDL-ESM4,ssp585
2021,3,14.195,GFDL-ESM4,ssp585
2021,9,5.282,GFDL-ESM4,ssp585
2022,3,13.971,GFDL-ESM4,ssp585
2022,9,4.187,GFDL-ESM4,ssp585
2023,3,14.158,GFDL-ESM4,ssp585
2023,9,4.592,GFDL-ESM4,ssp585
2024,3,14.525,GFDL-ESM4,ssp585
2024,9,5.282,GFDL-ESM4,ssp585
2025,3,14.397,GFDL-ESM4,ssp585
2025,9,3.972,GFDL-ESM4,ssp585
2026,3,14.237,GFDL-ESM4,ssp585
2026,9,4.639,GFDL-ESM4,ssp585
2027,3,13.906,GFDL-ESM4,ssp585
2027,9,4.578,GFDL-ESM4,ssp585
2028,3,13.891,GFDL-ESM4,ssp585
2028,9,5.304,GFDL-ESM4,ssp585
2029,3,14.137,GFDL-ESM4,ssp585
2029,9,4.926,GFDL-ESM4,ssp585
2030,3,14.249,GFDL-ESM4,ssp585
2030,9,4.256,GFDL-ESM4,ssp585
2031,3,14.431,GFDL-ESM4,ssp585
2031,9,4.002,GFDL-ESM4,ssp585
2032,3,14.095,GFDL-ESM4,ssp585
2032,9,4.493,GFDL-ESM4,ssp585
2033,3,13.717,GFDL-ESM4,ssp585
2033,9,4.587,GFDL-ESM4,ssp585
2034,3,13.998,GFDL-ESM4,ssp585
2034,9,4.209,GFDL-ESM4,ssp585
2035,3,13.715,GFDL-ESM4,ssp585
2035,9,3.485,GFDL-ESM4,ssp585
2036,3,13.571,GFDL-ESM4,ssp585
2036,9,4.097,GFDL-ESM4,ssp585
2037,3,13.591,GFDL-ESM4,ssp585
2037,9,4.025,GFDL-ESM4,ssp585
2038,3,13.334,GFDL-ESM4,ssp585
2038,9,3.28,GFDL-ESM4,ssp585
2039,3,13.618,GFDL-ESM4,ssp585
2039,9,2.802,GFDL-ESM4,ssp585
2040,3,13.557,GFDL-ESM4,ssp585
2040,9,3.085,GFDL-ESM4,ssp585
2041,3,14.118,GFDL-ESM4,ssp585
2041,9,3.064,GFDL-ESM4,ssp585
2042,3,14.086,GFDL-ESM4,ssp585
2042,9,3.338,GFDL-ESM4,ssp585
2043,3,13.766,GFDL-ESM4,ssp585
2043,9,2.734,GFDL-ESM4,ssp585
2044,3,13.968,GFDL-ESM4,ssp585
2044,9,3.405,GFDL-ESM4,ssp585
2045,3,13.573,GFDL-ESM4,ssp585
2045,9,2.708,GFDL-ESM4,ssp585
2046,3,13.739,GFDL-ESM4,ssp585
2046,9,3.847,GFDL-ESM4,ssp585
2047,3,13.514,GFDL-ESM4,ssp585
2047,9,2.915,GFDL-ESM4,ssp585
2048,3,13.625,GFDL-ESM4,ssp585
2048,9,2.963,GFDL-ESM4,ssp585
2049,3,13.209,GFDL-ESM4,ssp585
2049,9,2.139,GFDL-ESM4,ssp585
2050,3,13.419,GFDL-ESM4,ssp585
2050,9,2.289,GFDL-ESM4,ssp585
2051,3,13.472,GFDL-ESM4,ssp585
2051,9,1.978,GFDL-ESM4,ssp585
2052,3,13.422,GFDL-ESM4,ssp585
2052,9,1.713,GFDL-ESM4,ssp585
2053,3,13.255,GFDL-ESM4,ssp585
2053,9,2.719,GFDL-ESM4,ssp585
2054,3,13.179,GFDL-ESM4,ssp585
2054,9,2.309,GFDL-ESM4,ssp585
2055,3,13.225,GFDL-ESM4,ssp585
2055,9,3.055,GFDL-ESM4,ssp585
2056,3,13.411,GFDL-ESM4,ssp585
2056,9,2.799,GFDL-ESM4,ssp585
2057,3,13.567,GFDL-ESM4,ssp585
2057,9,2.314,GFDL-ESM4,ssp585
2058,3,13.4,GFDL-ESM4,ssp585
2058,9,2.537,GFDL-ESM4,ssp585
2059,3,13.455,GFDL-ESM4,ssp585
2059,9,1.945,GFDL-ESM4,ssp585
2060,3,13.288,GFDL-ESM4,ssp585
2060,9,2.982,GFDL-ESM4,ssp585
2061,3,12.997,GFDL-ESM4,ssp585
2061,9,1.859,GFDL-ESM4,ssp585
2062,3,13.02,GFDL-ESM4,ssp585
2062,9,1.096,GFDL-ESM4,ssp585
2063,3,12.719,GFDL-ESM4,ssp585
2063,9,1.557,GFDL-ESM4,ssp585
2064,3,12.861,GFDL-ESM4,ssp585
2064,9,2.11,GFDL-ESM4,ssp585
2065,3,12.89,GFDL-ESM4,ssp585
2065,9,1.67,GFDL-ESM4,ssp585
2066,3,12.858,GFDL-ESM4,ssp585
2066,9,0.683,GFDL-ESM4,ssp585
2067,3,13.039,GFDL-ESM4,ssp585
2067,9,1.159,GFDL-ESM4,ssp585
2068,3,12.763,GFDL-ESM4,ssp585
2068,9,1.071,GFDL-ESM4,ssp585
2069,3,12.848,GFDL-ESM4,ssp585
2069,9,0.732,GFDL-ESM4,ssp585
2070,3,12.515,GFDL-ESM4,ssp585
2070,9,0.079,GFDL-ESM4,ssp585
2071,3,12.417,GFDL-ESM4,ssp585
2071,9,0.119,GFDL-ESM4,ssp585
2072,3,12.392,GFDL-ESM4,ssp585
2072,9,0.322,GFDL-ESM4,ssp585
2073,3,12.079,GFDL-ESM4,ssp585
2073,9,0.175,GFDL-ESM4,ssp585
2074,3,12.386,GFDL-ESM4,ssp585
2074,9,0.196,GFDL-ESM4,ssp585
2075,3,12.333,GFDL-ESM4,ssp585
2075,9,1.255,GFDL-ESM4,ssp585
2076,3,12.757,GFDL-ESM4,ssp585
2076,9,0.45,GFDL-ESM4,ssp585
2077,3,12.704,GFDL-ESM4,ssp585
2077,9,0.828,GFDL-ESM4,ssp585
2078,3,11.932,GFDL-ESM4,ssp585
2078,9,0.003,GFDL-ESM4,ssp585
2079,3,12.415,GFDL-ESM4,ssp585
2079,9,0.014,GFDL-ESM4,ssp585
2080,3,12.468,GFDL-ESM4,ssp585
2080,9,0.72,GFDL-ESM4,ssp585
2081,3,12.707,GFDL-ESM4,ssp585
2081,9,0.41,GFDL-ESM4,ssp585
2082,3,12.395,GFDL-ESM4,ssp585
2082,9,0.117,GFDL-ESM4,ssp585
2083,3,11.99,GFDL-ESM4,ssp585
2083,9,0.003,GFDL-ESM4,ssp585
2084,3,11.974,GFDL-ESM4,ssp585
2084,9,0.004,GFDL-ESM4,ssp585
2085,3,12.04,GFDL-ESM4,ssp585
2085,9,0.015,GFDL-ESM4,ssp585
2086,3,11.712,GFDL-ESM4,ssp585
2086,9,0.002,GFDL-ESM4,ssp585
2087,3,11.92,GFDL-ESM4,ssp585
2087,9,0.002,GFDL-ESM4,ssp585
2088,3,11.786,GFDL-ESM4,ssp585
2088,9,0.004,GFDL-ESM4,ssp585
2089,3,11.587,GFDL-ESM4,ssp585
2089,9,0.005,GFDL-ESM4,ssp585
2090,3,11.202,GFDL-ESM4,ssp585
2090,9,0.002,GFDL-ESM4,ssp585
2091,3,11.497,GFDL-ESM4,ssp585
2091,9,0.002,GFDL-ESM4,ssp585
2092,3,11.141,GFDL-ESM4,ssp585
2092,9,0.003,GFDL-ESM4,ssp585
2093,3,11.437,GFDL-ESM4,ssp585
2093,9,0.003,GFDL-ESM4,ssp585
2094,3,11.38,GFDL-ESM4,ssp585
2094,9,0.003,GFDL-ESM4,ssp585
2095,3,11.679,GFDL-ESM4,ssp585
2095,9,0.003,GFDL-ESM4,ssp585
2096,3,11.619,GFDL-ESM4,ssp585
2096,9,0.057,GFDL-ESM4,ssp585
2097,3,11.792,GFDL-ESM4,ssp585
2097,9,0.002,GFDL-ESM4,ssp585
2098,3,11.764,GFDL-ESM4,ssp585
2098,9,0.002,GFDL-ESM4,ssp585
2099,3,11.338,GFDL-ESM4,ssp585
2099,9,0.002,GFDL-ESM4,ssp585
2100,3,11.173,GFDL-ESM4,ssp585
2100,9,0.002,GFDL-ESM4,ssp585
1979,3,16.507,HadGEM3-GC31-LL,ssp245
1979,9,8.71,HadGEM3-GC31-LL,ssp245
1980,3,16.724,HadGEM3-GC31-LL,ssp245
1980,9,8.613,HadGEM3-GC31-LL,ssp245
1981,3,17.194,HadGEM3-GC31-LL,ssp245
1981,9,8.391,HadGEM3-GC31-LL,ssp245
1982,3,17.391,HadGEM3-GC31-LL,ssp245
1982,9,8.571,HadGEM3-GC31-LL,ssp245
1983,3,17.518,HadGEM3-GC31-LL,ssp245
1983,9,9.292,HadGEM3-GC31-LL,ssp245
1984,3,17.928,HadGEM3-GC31-LL,ssp245
1984,9,8.197,HadGEM3-GC31-LL,ssp245
1985,3,17.587,HadGEM3-GC31-LL,ssp245
1985,9,8.312,HadGEM3-GC31-LL,ssp245
1986,3,17.366,HadGEM3-GC31-LL,ssp245
1986,9,8.351,HadGEM3-GC31-LL,ssp245
1987,3,17.39,HadGEM3-GC31-LL,ssp245
1987,9,8.084,HadGEM3-GC31-LL,ssp245
1988,3,16.847,HadGEM3-GC31-LL,ssp245
1988,9,7.631,HadGEM3-GC31-LL,ssp245
1989,3,16.524,HadGEM3-GC31-LL,ssp245
1989,9,7.646,HadGEM3-GC31-LL,ssp245
1990,3,16.397,HadGEM3-GC31-LL,ssp245
1990,9,7.239,HadGEM3-GC31-LL,ssp245
1991,3,16.254,HadGEM3-GC31-LL,ssp245
1991,9,7.592,HadGEM3-GC31-LL,ssp245
1992,3,16.117,HadGEM3-GC31-LL,ssp245
1992,9,7.55,HadGEM3-GC31-LL,ssp245
1993,3,15.949,HadGEM3-GC31-LL,ssp245
1993,9,7.981,HadGEM3-GC31-LL,ssp245
1994,3,16.537,HadGEM3-GC31-LL,ssp245
1994,9,8.406,HadGEM3-GC31-LL,ssp245
1995,3,16.69,HadGEM3-GC31-LL,ssp245
1995,9,8.166,HadGEM3-GC31-LL,ssp245
1996,3,16.655,HadGEM3-GC31-LL,ssp245
1996,9,7.908,HadGEM3-GC31-LL,ssp245
1997,3,17.013,HadGEM3-GC31-LL,ssp245
1997,9,7.476,HadGEM3-GC31-LL,ssp245
1998,3,16.903,HadGEM3-GC31-LL,ssp245
1998,9,7.641,HadGEM3-GC31-LL,ssp245
1999,3,16.957,HadGEM3-GC31-LL,ssp245
1999,9,7.293,HadGEM3-GC31-LL,ssp245
2000,3,17.058,HadGEM3-GC31-LL,ssp245
2000,9,7.316,HadGEM3-GC31-LL,ssp245
2001,3,16.69,HadGEM3-GC31-LL,ssp245
2001,9,6.718,HadGEM3-GC31-LL,ssp245
2002,3,16.347,HadGEM3-GC31-LL,ssp245
2002,9,6.655,HadGEM3-GC31-LL,ssp245
2003,3,15.684,HadGEM3-GC31-LL,ssp245
2003,9,6.295,HadGEM3-GC31-LL,ssp245
2004,3,16.29,HadGEM3-GC31-LL,ssp245
2004,9,6.268,HadGEM3-GC31-LL,ssp245
2005,3,16.372,HadGEM3-GC31-LL,ssp245
2005,9,6.517,HadGEM3-GC31-LL,ssp245
2006,3,15.632,HadGEM3-GC31-LL,ssp245
2006,9,6.225,HadGEM3-GC31-LL,ssp245
2007,3,15.746,HadGEM3-GC31-LL,ssp245
2007,9,5.419,HadGEM3-GC31-LL,ssp245
2008,3,15.041,HadGEM3-GC31-LL,ssp245
2008,9,6.038,HadGEM3-GC31-LL,ssp245
2009,3,15.683,HadGEM3-GC31-LL,ssp245
2009,9,5.986,HadGEM3-GC31-LL,ssp245
2010,3,15.645,HadGEM3-GC31-LL,ssp245
2010,9,6.458,HadGEM3-GC31-LL,ssp245
2011,3,15.997,HadGEM3-GC31-LL,ssp245
2011,9,5.398,HadGEM3-GC31-LL,ssp245
2012,3,15.776,HadGEM3-GC31-LL,ssp245
2012,9,6.221,HadGEM3-GC31-LL,ssp245
2013,3,16.022,HadGEM3-GC31-LL,ssp245
2013,9,5.534,HadGEM3-GC31-LL,ssp245
2014,3,15.549,HadGEM3-GC31-LL,ssp245
2014,9,6.518,HadGEM3-GC31-LL,ssp245
2015,3,15.574,HadGEM3-GC31-LL,ssp245
2015,9,6.181,HadGEM3-GC31-LL,ssp245
2016,3,15.566,HadGEM3-GC31-LL,ssp245
2016,9,5.684,HadGEM3-GC31-LL,ssp245
2017,3,15.159,HadGEM3-GC31-LL,ssp245
2017,9,6.053,HadGEM3-GC31-LL,ssp245
2018,3,15.084,HadGEM3-GC31-LL,ssp245
2018,9,5.632,HadGEM3-GC31-LL,ssp245
2019,3,14.565,HadGEM3-GC31-LL,ssp245
2019,9,4.241,HadGEM3-GC31-LL,ssp245
2020,3,14.399,HadGEM3-GC31-LL,ssp245
2020,9,2.873,HadGEM3-GC31-LL,ssp245
2021,3,14.188,HadGEM3-GC31-LL,ssp245
2021,9,2.912,HadGEM3-GC31-LL,ssp245
2022,3,14.769,HadGEM3-GC31-LL,ssp245
2022,9,2.263,HadGEM3-GC31-LL,ssp245
2023,3,14.217,HadGEM3-GC31-LL,ssp245
2023,9,2.378,HadGEM3-GC31-LL,ssp245
2024,3,14.621,HadGEM3-GC31-LL,ssp245
2024,9,1.917,HadGEM3-GC31-LL,ssp245
2025,3,14.398,HadGEM3-GC31-LL,ssp245
2025,9,2.419,HadGEM3-GC31-LL,ssp245
2026,3,14.148,HadGEM3-GC31-LL,ssp245
2026,9,0.929,HadGEM3-GC31-LL,ssp245
2027,3,13.944,HadGEM3-GC31-LL,ssp245
2027,9,1.162,HadGEM3-GC31-LL,ssp245
2028,3,14.366,HadGEM3-GC31-LL,ssp245
2028,9,1.096,HadGEM3-GC31-LL,ssp245
2029,3,14.938,HadGEM3-GC31-LL,ssp245
2029,9,0.909,HadGEM3-GC31-LL,ssp245
2030,3,15.006,HadGEM3-GC31-LL,ssp245
2030,9,0.885,HadGEM3-GC31-LL,ssp245
2031,3,15.001,HadGEM3-GC31-LL,ssp245
2031,9,2.729,HadGEM3-GC31-LL,ssp245
2032,3,15.01,HadGEM3-GC31-LL,ssp245
2032,9,1.622,HadGEM3-GC31-LL,ssp245
2033,3,14.823,HadGEM3-GC31-LL,ssp245
2033,9,1.809,HadGEM3-GC31-LL,ssp245
2034,3,14.493,HadGEM3-GC31-LL,ssp245
2034,9,3.272,HadGEM3-GC31-LL,ssp245
2035,3,14.426,HadGEM3-GC31-LL,ssp245
2035,9,0.622,HadGEM3-GC31-LL,ssp245
2036,3,14.565,HadGEM3-GC31-LL,ssp245
2036,9,1.631,HadGEM3-GC31-LL,ssp245
2037,3,14.014,HadGEM3-GC31-LL,ssp245
2037,9,0.719,HadGEM3-GC31-LL,ssp245
